title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
YITH WooCommerce Subscription,yith-woocommerce-subscription,13.92,8.52,5000,0,0,2.4,11,3.0,3.0
Popup with fancybox,popup-with-fancybox,13.91,8.01,3000,0,0,2.4,11,3.5,3.5
Jazz Popups,jazz-popups,13.91,6.91,1000,0,0,3.0,20,4.0,4.0
Slidely Slideshows Embed,slidely-slideshows-embed,13.91,6.91,1000,0,0,2.4,11,4.6,4.6
Customize Admin,customize-admin,13.909999999999998,8.7,6000,0,0,1.61,5,3.6,3.6
User Post Gallery &#8211; UPG,wp-upg,13.879999999999999,6.91,1000,0,0,2.77,16,4.2,4.2
Custom Admin Page by BestWebSoft,custom-admin-page,13.879999999999999,6.8,900,0,0,2.08,8,5.0,5.0
3CX Live Chat and Talk,3cx-live-chat-talk,13.86,6.91,1000,0,0,1.95,7,5.0,5.0
Pre* Party Resource Hints,pre-party-browser-hints,13.86,6.91,1000,0,0,1.95,7,5.0,5.0
White Label Branding for Elementor Page Builder,white-label-branding-elementor,13.86,6.91,1000,0,0,1.95,7,5.0,5.0
Split Test For Elementor,split-test-for-elementor,13.86,6.91,1000,0,0,1.95,7,5.0,5.0
Tutor LMS &#8211; eLearning and online course solution,tutor,13.85,6.55,700,0,0,2.3,10,5.0,5.0
Ultimate Hover Effects,ultimate-hover-effects,13.85,6.91,1000,0,0,3.04,21,3.9,3.9
Patreon WordPress,patreon-connect,13.84,7.6,2000,0,0,2.94,19,3.3,3.3
MB Custom Post Type,mb-custom-post-type,13.82,8.01,3000,0,0,1.61,5,4.2,4.2
Ultimate Dashboard,ultimate-dashboard,13.809999999999999,7.6,2000,0,0,1.61,5,4.6,4.6
Getty Images,getty-images,13.8,7.6,2000,0,0,3.0,20,3.2,3.2
Battle Suit for Divi,ds-suit,13.709999999999999,6.91,1000,0,0,2.2,9,4.6,4.6
Tiny carousel horizontal slider plus,tiny-carousel-horizontal-slider-plus,13.7,7.6,2000,0,0,1.1,3,5.0,5.0
Post Sliders &amp; Post Grids,post-slider-carousel,13.7,7.6,2000,0,0,1.1,3,5.0,5.0
"Responsive Image Gallery, Gallery Album",gallery-album,13.7,6.91,1000,0,0,1.79,6,5.0,5.0
AWSM Team,awsm-team,13.7,8.01,3000,0,0,0.69,2,5.0,5.0
WP Upload Size,wp-upload-size,13.7,7.6,2000,0,0,1.1,3,5.0,5.0
Transcoder,transcoder,13.7,7.6,2000,0,0,1.1,3,5.0,5.0
Rolo Slider,rolo-slider,13.7,6.91,1000,0,0,1.79,6,5.0,5.0
Play Pause Button for Video,play-pause-button-for-video,13.69,3.69,40,10,1,0,0,0.0,0.0
FA Lite &#8211; WP responsive slider plugin,featured-articles-lite,13.68,7.6,2000,0,0,2.48,12,3.6,3.6
Beamer &#8211; newsfeed and push notifications,beamer,13.68,6.4,600,0,0,2.48,12,4.8,4.8
IdeaPush,ideapush,13.639999999999999,6.21,500,0,0,2.83,17,4.6,4.6
WP Smart TV,wp-smart-tv,13.629999999999999,6.68,800,0,0,1.95,7,5.0,5.0
Cart Notices for WooCommerce,cart-notices-for-woocommerce,13.629999999999999,6.68,800,0,0,1.95,7,5.0,5.0
Landing Page Cat &#8211; WordPress Landing Page Plugin,landing-page-cat,13.62,8.01,3000,0,0,1.61,5,4.0,4.0
Product Tabs Manager for WooCommerce,product-tabs-manager-for-woocommerce,13.559999999999999,6.68,800,0,0,2.08,8,4.8,4.8
Music Press Pro,music-press-pro,13.549999999999999,6.55,700,0,0,2.4,11,4.6,4.6
BuddyForms Members,buddyforms-members,13.54,6.55,700,0,0,2.89,18,4.1,4.1
Stencil,stencil,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
Uix Shortcodes &#8211; Compatible with Gutenberg,uix-shortcodes,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
WooCommerce Product Filter by WooBeWoo,woo-product-filter,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
WPB WooCommerce Custom Tab Manager,wpb-woocommerce-custom-tab-manager,13.510000000000002,6.91,1000,0,0,2.3,10,4.3,4.3
Essential Premium Addons for Elementor,essential-premium-addons-for-elementor,13.510000000000002,6.91,1000,0,0,2.3,10,4.3,4.3
Brands for WooCommerce,brands-for-woocommerce,13.469999999999999,6.68,800,0,0,1.79,6,5.0,5.0
Niso Carousel Slider,niso-carousel-slider,13.41,6.8,900,0,0,1.61,5,5.0,5.0
PB Addons for WPBakery Page Builder (Visual Composer),vc-addons-by-bit14,13.41,7.6,2000,0,0,1.61,5,4.2,4.2
Cloudflare Stream Video,cloudflare-stream,13.4,3.4,30,10,1,0,0,0.0,0.0
Simple Video Monetization,adreclick-free,13.4,3.4,30,10,1,0,0,0.0,0.0
Dadevarzan WordPress Video,dadevarzan-wp-video,13.4,3.4,30,10,1,0,0,0.0,0.0
VenoBox Lightbox,venobox-lightbox,13.39,6.91,1000,0,0,2.08,8,4.4,4.4
Simple Documentation,client-documentation,13.39,6.68,800,0,0,2.71,15,4.0,4.0
CM Ad Changer,cm-ad-changer,13.39,6.55,700,0,0,2.94,19,3.9,3.9
WP Protect Content,wp-protect-content,13.39,6.91,1000,0,0,2.48,12,4.0,4.0
Freesoul Deactivate Plugins,freesoul-deactivate-plugins,13.39,5.99,400,0,0,2.4,11,5.0,5.0
Quotes and Tips by BestWebSoft,quotes-and-tips,13.34,6.55,700,0,0,1.79,6,5.0,5.0
Min and Max Purchase for WooCommerce,min-and-max-purchase-for-woocommerce,13.330000000000002,6.91,1000,0,0,3.22,25,3.2,3.2
"Relevant &#8211; Related, Featured, Latest, and Popular Posts by BestWebSoft",relevant,13.31,6.91,1000,0,0,2.4,11,4.0,4.0
Sina Extension for Elementor,sina-extension-for-elementor,13.3,6.91,1000,0,0,1.39,4,5.0,5.0
WP Night Mode,wp-night-mode,13.3,6.8,900,0,0,2.3,10,4.2,4.2
Sell Downloads,sell-downloads,13.3,6.21,500,0,0,2.89,18,4.2,4.2
WP fancyBox3,wp-fancybox-3,13.3,6.91,1000,0,0,1.39,4,5.0,5.0
F2 Tumblr Widget,f2-tumblr-widget,13.3,6.91,1000,0,0,1.39,4,5.0,5.0
Social Media Buttons,social-media-button,13.29,7.6,2000,0,0,0.69,2,5.0,5.0
WriteShare Writing Community Platform,writeshare,13.27,5.7,300,0,0,2.77,16,4.8,4.8
Popup Builder,easy-notify-lite,13.24,6.91,1000,0,0,2.83,17,3.5,3.5
OWL Carousel Slider,lgx-owl-carousel,13.21,6.91,1000,0,0,2.4,11,3.9,3.9
Gallery Pro,gallery-pro,13.21,6.91,1000,0,0,2.4,11,3.9,3.9
Themify Builder Lite,themify-builder-lite,13.21,6.91,1000,0,0,2.4,11,3.9,3.9
Modal Popup Box &#8211; Popup Builder,modal-popup-box,13.18,6.8,900,0,0,2.08,8,4.3,4.3
Upload File Type Settings Plugin,upload-file-type-settings-plugin,13.169999999999998,6.68,800,0,0,1.79,6,4.7,4.7
Smart Variation Swatches for WooCommerce,variation-swatches-style,13.169999999999998,8.52,5000,0,0,1.95,7,2.7,2.7
Event Timeline &#8211; Vertical Timeline,rich-event-timeline,13.16,6.91,1000,0,0,1.95,7,4.3,4.3
Social Boost,social-boost,13.16,6.21,500,0,0,1.95,7,5.0,5.0
Contextly Recommends,contextly-related-links,13.149999999999999,6.21,500,0,0,3.14,23,3.8,3.8
Woocommerce Open Close,woc-open-close,13.149999999999999,6.91,1000,0,0,3.04,21,3.2,3.2
WP-AppKit &#8211; Mobile apps and PWA for WordPress,wp-appkit,13.09,6.91,1000,0,0,2.08,8,4.1,4.1
Google +1 by BestWebSoft,google-one,13.09,5.99,400,0,0,2.4,11,4.7,4.7
WooCommerce Vendors and Customers Conversation,admin-and-client-message-after-order-for-woocommerce,13.07,5.99,400,0,0,2.08,8,5.0,5.0
Web Directory Free,web-directory-free,13.06,6.21,500,0,0,1.95,7,4.9,4.9
Terms and Conditions Popup for WooCommerce,terms-and-conditions-popup-for-woocommerce,13.05,6.4,600,0,0,1.95,7,4.7,4.7
Extra Privacy for Elementor,extra-privacy-for-elementor,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
DIVI Section Enhancer,dse-divi-section-enhancer,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
Easy Testimonial Slider and Form,easy-testimonial-rotator,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
WPLMS BadgeOS,wplms-badgeos,13.01,8.01,3000,0,0,0.0,1,5.0,5.0
Convertful &#8211; Your Ultimate On-Site Conversion Tool,convertful,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
video-with-ads,video-with-ads,13.0,3.0,20,10,1,0,0,0.0,0.0
CF7 Spreadsheets,cf7-spreadsheets,13.0,5.7,300,0,0,2.4,11,4.9,4.9
If&gt;So Dynamic Content,if-so,13.0,6.4,600,0,0,2.3,10,4.3,4.3
You Video Gallery,you-video-gallery,13.0,3.0,20,10,1,0,0,0.0,0.0
Custom Adminbar Menus,custom-adminbar-menus,12.990000000000002,5.99,400,0,0,2.2,9,4.8,4.8
WP Mapbox GL JS Maps,wp-mapbox-gl-js,12.99,6.91,1000,0,0,2.08,8,4.0,4.0
WP Landing Pages,wp-landing-pages,12.99,6.91,1000,0,0,2.08,8,4.0,4.0
Coming Soon &#8211; Under Construction,coming-soons,12.940000000000001,5.99,400,0,0,1.95,7,5.0,5.0
My WP Backup,my-wp-backup,12.940000000000001,7.6,2000,0,0,2.64,14,2.7,2.7
Animated Live Wall &#8211; Instagram &amp; Flickr Feed &#8211; Gallery,animated-live-wall,12.94,6.55,700,0,0,1.39,4,5.0,5.0
Google Maps by BestWebSoft,bws-google-maps,12.9,6.55,700,0,0,1.95,7,4.4,4.4
Wp anything slider,wp-anything-slider,12.899999999999999,6.91,1000,0,0,1.79,6,4.2,4.2
GS Portfolio,gs-portfolio,12.889999999999999,5.7,300,0,0,3.09,22,4.1,4.1
MasterStudy LMS – Free Learning Management System WordPress Plugin for Online Courses,masterstudy-lms-learning-management-system,12.849999999999998,7.6,2000,0,0,1.95,7,3.3,3.3
Snowball,snowball,12.82,6.21,500,0,0,1.61,5,5.0,5.0
Keywords to Links Converter,links-auto-replacer,12.809999999999999,7.6,2000,0,0,1.61,5,3.6,3.6
Easy Lazy Loader,easy-lazy-loader,12.809999999999999,6.4,600,0,0,1.61,5,4.8,4.8
Logo Slider Carousel,tc-logo-slider,12.809999999999999,8.01,3000,0,0,1.1,3,3.7,3.7
Live Chat by Customerly &#8211; Free Live Chat Plugin,customerly,12.79,6.21,500,0,0,2.08,8,4.5,4.5
WooCommerce Chilexpress Shipping,woo-chilexpress-shipping,12.79,6.4,600,0,0,1.39,4,5.0,5.0
Lightbox Ultimate,ultimate-lightbox,12.79,6.8,900,0,0,1.79,6,4.2,4.2
Gosign &#8211; Masonry Post Block,gosign-masonry-post-block,12.780000000000001,5.99,400,0,0,1.79,6,5.0,5.0
Qubely Blocks &#8211; Full-fledged Gutenberg Toolkit,qubely,12.780000000000001,5.99,400,0,0,1.79,6,5.0,5.0
WPB Advanced FAQ,wpb-advanced-faq,12.78,6.68,800,0,0,1.1,3,5.0,5.0
User Activity Tracking and Log,user-activity-tracking-and-log,12.76,6.91,1000,0,0,1.95,7,3.9,3.9
Website Toolbox Forum,website-toolbox-forums,12.76,6.21,500,0,0,1.95,7,4.6,4.6
Advanced WooCommerce Product Gallery Slider,advanced-woocommerce-product-gallery-slider,12.719999999999999,6.91,1000,0,0,1.61,5,4.2,4.2
GS WooCommerce Products Slider,gs-woocommerce-products-slider,12.719999999999999,6.91,1000,0,0,1.61,5,4.2,4.2
EU DSGVO Helper,dsgvo,12.71,6.91,1000,0,0,1.1,3,4.7,4.7
VdoCipher,vdocipher,12.7,6.21,500,0,0,1.79,6,4.7,4.7
WooCommerce JTL-Connector,woo-jtl-connector,12.65,6.55,700,0,0,1.1,3,5.0,5.0
Maintenance Mode,maintenance-mode-free,12.649999999999999,7.6,2000,0,0,1.95,7,3.1,3.1
WooCommerce Product Table by WooBeWoo,woo-product-tables,12.629999999999999,6.55,700,0,0,2.08,8,4.0,4.0
Product Slider,product-slider,12.61,6.8,900,0,0,1.61,5,4.2,4.2
WooCommerce Shipping Label,shipping-labels-for-woo,12.61,7.6,2000,0,0,1.61,5,3.4,3.4
DobsonDev Shortcodes,dobsondev-shortcodes,12.600000000000001,5.99,400,0,0,1.61,5,5.0,5.0
Stream Status for Twitch,stream-status-for-twitch,12.600000000000001,6.91,1000,0,0,1.39,4,4.3,4.3
Media Library Organizer,media-library-organizer,12.600000000000001,6.91,1000,0,0,1.39,4,4.3,4.3
Image vertical reel scroll slideshow,image-vertical-reel-scroll-slideshow,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Toolbox for Beaver Builder,bb-toolbox,12.6,6.21,500,0,0,1.39,4,5.0,5.0
Error Log Viewer by BestWebSoft,error-log-viewer,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Themedy Toolbox,themedy-toolbox,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
iPages Flipbook For WordPress,ipages-flipbook,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Buildr Features,buildr-features,12.6,7.6,2000,0,0,0.0,1,5.0,5.0
GS Portfolio &#8211; Envato,gs-envato-portfolio,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Provide Support Live Chat,provide-support-live-chat,12.59,6.21,500,0,0,2.08,8,4.3,4.3
T-Shirt Designer,tshirt-designer,12.56,6.21,500,0,0,1.95,7,4.4,4.4
ACF Flexible Layouts Manager,acf-flexible-layouts-manager,12.5,6.4,600,0,0,1.1,3,5.0,5.0
Click to top,click-to-top,12.5,6.4,600,0,0,1.1,3,5.0,5.0
Helpie FAQ &#8211; WordPress FAQ Accordion Plugin,helpie-faq,12.49,5.7,300,0,0,1.79,6,5.0,5.0
Mytory Markdown,mytory-markdown,12.49,5.7,300,0,0,1.79,6,5.0,5.0
Form plugin for WordPress &#8211; Zoho Forms,zoho-forms,12.41,8.52,5000,0,0,1.39,4,2.5,2.5
WP-eCommerce shop to Facebook,wpec-facebook-shop,12.400000000000002,6.4,600,0,0,2.2,9,3.8,3.8
"Like, Share &amp; Follow Buttons",new-facebook-like-share-follow-button,12.399999999999999,6.91,1000,0,0,1.79,6,3.7,3.7
WP Responsive Testimonials Slider And Widget,wp-responsive-testimonials-slider-and-widget,12.379999999999999,5.99,400,0,0,1.39,4,5.0,5.0
Snippy,snippy,12.379999999999999,5.99,400,0,0,1.39,4,5.0,5.0
Google Shortlink by BestWebSoft,google-shortlink,12.379999999999999,5.99,400,0,0,1.39,4,5.0,5.0
i-Divi Post Settings,i-divi-post-settings,12.37,6.68,800,0,0,0.69,2,5.0,5.0
REVE Chat &#8211; WP Live Chat Support plugin,revechat,12.309999999999999,6.91,1000,0,0,1.1,3,4.3,4.3
Aparat Responsive,aparat-responsive,12.3,6.91,1000,0,0,1.39,4,4.0,4.0
Pricing Table &#8211; Drag &amp; Drop,price-table,12.3,6.91,1000,0,0,1.39,4,4.0,4.0
Htaccess by BestWebSoft,htaccess,12.29,7.6,2000,0,0,0.69,2,4.0,4.0
WP Gfycat,wp-gfycat,12.190000000000001,5.7,300,0,0,1.79,6,4.7,4.7
Automatic Alternative Text,automatic-alternative-text,12.190000000000001,5.7,300,0,0,1.79,6,4.7,4.7
TechGasp Vimeo Master,vimeo-master,12.110000000000001,6.91,1000,0,0,2.3,10,2.9,2.9
WooCommerce Addon for WP Courseware,woo-commerce-addon-for-wp-courseware,12.100000000000001,6.91,1000,0,0,1.39,4,3.8,3.8
WordPress fancyBox Lightbox,wp-fancybox,12.09,6.4,600,0,0,0.69,2,5.0,5.0
Shortcodes Elements,shortcodes-elements,12.09,5.99,400,0,0,1.1,3,5.0,5.0
CB Disable Comment URL,cb-disable-comment-url,12.09,6.4,600,0,0,0.69,2,5.0,5.0
Testimonials by BestWebSoft,bws-testimonials,12.09,5.99,400,0,0,1.1,3,5.0,5.0
GS Behance Portfolio,gs-behance-portfolio,12.09,5.99,400,0,0,1.1,3,5.0,5.0
WP Courses LMS,wp-courses,12.010000000000002,6.21,500,0,0,1.1,3,4.7,4.7
BP Auto Group Join,bp-auto-group-join,12.0,6.21,500,0,0,1.79,6,4.0,4.0
CM Maps Routes Manager,cm-route-manager,11.989999999999998,5.99,400,0,0,2.3,10,3.7,3.7
wp-pano,wp-pano,11.94,6.55,700,0,0,1.39,4,4.0,4.0
Product Watermark for WooCommerce,product-watermark-for-woocommerce,11.920000000000002,6.91,1000,0,0,2.71,15,2.3,2.3
MomentoPress for Momento360,cmyee-momentopress,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Demo Awesome,demo-awesome,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Gallery for Instagram,feed-instagram-lite,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Gallery For Instagram,gallery-for-instagram,11.91,6.91,1000,0,0,2.2,9,2.8,2.8
AntiHacker,antihacker,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
WooBuilder,woobuilder,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Testimonial,tc-testimonial,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Landingi Landing Pages,landingi-landing-pages,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
WpStream,wpstream,11.9,6.21,500,0,0,0.69,2,5.0,5.0
Force Sell for WooCommerce,force-sell-for-woocommerce,11.9,6.21,500,0,0,0.69,2,5.0,5.0
WooCommerce AddressFinder,addressfinder-woo,11.9,6.21,500,0,0,0.69,2,5.0,5.0
lightGallery,lightgallery,11.8,6.8,900,0,0,0.0,1,5.0,5.0
Contact Form Multi by BestWebSoft,contact-form-multi,11.71,6.91,1000,0,0,1.1,3,3.7,3.7
Team Circle Image Slider With Lightbox,circle-image-slider-with-lightbox,11.71,6.91,1000,0,0,1.1,3,3.7,3.7
Modal Portfolio,modal-portfolio,11.7,6.21,500,0,0,1.79,6,3.7,3.7
SR Product 360&#176; View,sr-product-360o-view,11.690000000000001,4.61,100,0,0,2.08,8,5.0,5.0
Carousel Anything For WPBakery Page Builder (formerly Visual Composer),carousel-anything,11.68,6.68,800,0,0,0.0,1,5.0,5.0
Slider Pro,slider-pro-lite,11.68,6.68,800,0,0,0.0,1,5.0,5.0
WP Content Pilot &#8211; Autoblog &amp; Affiliate Marketing Plugin,wp-content-pilot,11.68,6.68,800,0,0,0.0,1,5.0,5.0
Google Plus Badge &#8211; Google Widget,new-google-plus-badge,11.68,6.68,800,0,0,0.0,1,5.0,5.0
PayPal for Digital Goods,paypal-for-digital-goods,11.61,6.8,900,0,0,1.61,5,3.2,3.2
Message ticker,message-ticker,11.6,6.91,1000,0,0,0.69,2,4.0,4.0
Resume / CV,resume-cv,11.59,6.4,600,0,0,0.69,2,4.5,4.5
Savvii WP Migrate,savvii-wp-migrate,11.55,6.55,700,0,0,0.0,1,5.0,5.0
Donate by BestWebSoft,donate-button,11.5,6.21,500,0,0,1.79,6,3.5,3.5
Word Search Puzzles game,wha-wordsearch,11.489999999999998,5.3,200,0,0,1.39,4,4.8,4.8
Sender by BestWebSoft,sender,11.48,5.99,400,0,0,1.79,6,3.7,3.7
VidYen Point System,vidyen-point-system-vyps,11.4,4.61,100,0,0,1.79,6,5.0,5.0
Amp Stories for WordPress,amp-story,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Button Generator &#8211; easily Button Builder,button-generation,11.4,6.4,600,0,0,0.0,1,5.0,5.0
"Custom Login Page Customizer | admin login, client login and forgot password forms/pages",arrow-login-page,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Pagination Styler for WooCommerce,pagination-styler-for-woocommerce,11.4,6.21,500,0,0,0.69,2,4.5,4.5
Woo 3D Viewer,woo-3d-viewer,11.4,5.3,200,0,0,1.1,3,5.0,5.0
SatoshiPay,satoshipay,11.4,4.61,100,0,0,1.79,6,5.0,5.0
Grid,grid,11.399999999999999,6.21,500,0,0,1.39,4,3.8,3.8
Scroll Triggered Box / Slide Box,slide-box,11.39,5.7,300,0,0,0.69,2,5.0,5.0
WooCommerce Product Slider,tc-woocommerce-product-slider,11.309999999999999,6.91,1000,0,0,1.1,3,3.3,3.3
Gosign &#8211; Background Container Block,gosign-background-container,11.22,4.61,100,0,0,1.61,5,5.0,5.0
Hero Banner Ultimate,hero-banner-ultimate,11.21,6.21,500,0,0,0.0,1,5.0,5.0
Wp Edit Password Protected,wp-edit-password-protected,11.21,6.21,500,0,0,0.0,1,5.0,5.0
SKT Page Builder,skt-builder,11.12,6.91,1000,0,0,1.61,5,2.6,2.6
CM Map Locations,cm-map-locations,11.11,5.7,300,0,0,1.61,5,3.8,3.8
Carousel CK,carousel-ck,11.100000000000001,5.7,300,0,0,1.1,3,4.3,4.3
Sketchfab Embed,sketchfab-oembed,11.01,6.91,1000,0,0,1.1,3,3.0,3.0
Beautiful Stat Counter Plugin for WordPress &#8211; Everest Counter Lite,everest-counter-lite,11.01,6.91,1000,0,0,1.1,3,3.0,3.0
Arrow Gallery &#8211; Instagram Gallery for WordPress,ap-instagram-gallery,11.0,4.61,100,0,0,1.39,4,5.0,5.0
shipcloud for WooCommerce,shipcloud-for-woocommerce,10.99,5.99,400,0,0,0.0,1,5.0,5.0
Nonprofit Board Management,nonprofit-board-management,10.79,5.99,400,0,0,1.1,3,3.7,3.7
Niso Carousel,niso-carousel,10.71,4.61,100,0,0,1.1,3,5.0,5.0
Woo Sensei Shortcodes,woo-sensei-shortcodes,10.7,5.3,200,0,0,1.1,3,4.3,4.3
Shortcodes and extra features for Phlox theme,auxin-elements,10.6,10.6,40000,0,0,0,0,0.0,0.0
Simple Sidebar Navigation,simple-sidebar-navigation,10.6,6.91,1000,0,0,0.69,2,3.0,3.0
"Easy Popup &#8211; Welcome Popup, Email Popup, Exit Popup",easy-popup,10.55,5.3,200,0,0,1.95,7,3.3,3.3
Edge Gallery,edge-gallery,10.48,4.38,80,0,0,1.1,3,5.0,5.0
Responsive Slick Slider WordPress,responsive-slick-slider,10.4,6.4,600,0,0,0.0,1,4.0,4.0
Publitio,publitio,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Woo Tuner,woo-tuner,10.3,5.3,200,0,0,0.0,1,5.0,5.0
"Picture Gallery &#8211; Frontend Image Uploads, AJAX Photo List",picture-gallery,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Gallery for Ultimate Member,gallery-for-ultimate-member,10.11,5.7,300,0,0,1.61,5,2.8,2.8
Sample Data,sample-data,10.100000000000001,5.3,200,0,0,1.1,3,3.7,3.7
BP Portfolio,bp-portfolio,10.09,5.7,300,0,0,1.39,4,3.0,3.0
AvgBot,avgbot-auto-video-grabber,10.0,4.61,100,0,0,1.39,4,4.0,4.0
Video Block with Ads,video-block-with-ads,10.0,0,0,10,1,0,0,0.0,0.0
WordPress Game List,wpgamelist,10.0,4.61,100,0,0,1.39,4,4.0,4.0
Ezcape Video Flash Chat,tc-ezcape-chat,10.0,0,0,10,1,0,0,0.0,0.0
Tour Operator Videos,tour-operator-videos,10.0,0,0,10,1,0,0,0.0,0.0
LSX Videos,lsx-videos,10.0,0,0,10,1,0,0,0.0,0.0
Sell Media File with Stripe,sell-media-file,10.0,4.61,100,0,0,1.39,4,4.0,4.0
Pricing Table Builder &#8211; AP Pricing Tables Lite,ap-pricing-tables-lite,9.99,5.99,400,0,0,0.0,1,4.0,4.0
Gutenslider &#8211; The last slider block you will ever need.,gutenslider,9.809999999999999,3.4,30,0,0,1.61,5,4.8,4.8
CBX Poll,cbxpoll,9.8,4.61,100,0,0,0.69,2,4.5,4.5
Itm Simple Hide,itm-simple,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Duplicate WordPress Elements,duplicate-elements,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Floating News Headline &#8211; Scrolling Text,floating-news-headline,9.61,4.61,100,0,0,0.0,1,5.0,5.0
dmarcian,dmarcian,9.61,4.61,100,0,0,0.0,1,5.0,5.0
WHA Crossword,wha-crossword,9.379999999999999,4.38,80,0,0,0.0,1,5.0,5.0
GS Projects,gs-projects,9.25,4.25,70,0,0,0.0,1,5.0,5.0
Nice page transition,nice-page-transition,9.19,4.5,90,0,0,0.69,2,4.0,4.0
EchBay Search Everything,echbay-search-everything,8.61,4.61,100,0,0,0.0,1,4.0,4.0
Falling things,falling-things,8.61,4.61,100,0,0,0.0,1,4.0,4.0
Wp photo text slider 50,wp-photo-text-slider-50,8.21,6.21,500,0,0,0.0,1,2.0,2.0
Ooyala,ooyala-video-browser,7.8,4.61,100,0,0,1.39,4,1.8,1.8
Page Builder by AZEXO,page-builder-by-azexo,6.4,6.4,600,0,0,0,0,0.0,0.0
Sales Report for WooCommerce,sales-report-for-woocommerce,6.21,6.21,500,0,0,0,0,0.0,0.0
Photo Gallery WordPress,responsive-photo-gallery-wp,5.99,5.99,400,0,0,0,0,0.0,0.0
