title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
webZunder Open Graph Plugin,webzunder,9.8,4.61,100,0,0,0.69,2,4.5,4.5
BP Distance Search,bp-distance-search,9.79,4.09,60,0,0,0.69,2,5.0,5.0
BuddyPress Restrict Messages,buddypress-restrict-messages,9.79,4.09,60,0,0,0.69,2,5.0,5.0
Last FM,last-fm,9.78,4.38,80,0,0,1.1,3,4.3,4.3
SportsPress for Golf,sportspress-for-golf,9.7,5.7,300,0,0,0.0,1,4.0,4.0
Aramex Shipping WooCommerce,aramex-shipping-woocommerce,9.68,5.99,400,0,0,0.69,2,3.0,3.0
First Data Payeezy for WooCommerce,fd-payments-for-woo,9.65,6.55,700,0,0,1.1,3,2.0,2.0
Social Profiles,zerowp-social-profiles,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Social Login by BestWebSoft,social-login-bws,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Custom WP Login,custom-wp-login,9.61,4.61,100,0,0,0.0,1,5.0,5.0
BuddyPress User Info Widget,bp-profile-widget-for-blogs,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Connections Business Directory Languages,connections-business-directory-languages,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Contact Form 7 Translate Messages Extension,cf7-translate-messages-extension,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Team Showcase and Slider &#8211; Team Members Builder,team-showcase-ultimate,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Blocks – Ultimate Page Building Blocks for Gutenberg,blocks-builder,9.61,3.91,50,0,0,0.69,2,5.0,5.0
Bleeper Live Chat,bleeper,9.61,3.91,50,0,0,0.69,2,5.0,5.0
Floating News Headline &#8211; Scrolling Text,floating-news-headline,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Trustbadge Testimonials,trustbadge-reviews,9.61,4.61,100,0,0,0.0,1,5.0,5.0
WP Two Factor Authentication with Telegram,two-factor-login-telegram,9.61,3.91,50,0,0,0.69,2,5.0,5.0
GS Dribbble Portfolio,gs-dribbble-portfolio,9.61,4.61,100,0,0,0.0,1,5.0,5.0
Display custom fields in the frontend &#8211; Post and User Profile Fields,shortcode-to-display-post-and-user-data,9.5,4.5,90,0,0,0.0,1,5.0,5.0
social share,smart-social-pack,9.5,3.4,30,0,0,1.1,3,5.0,5.0
WC4BP -&gt; Checkout Manager,woocommerce-buddypress-integration-xprofile-checkout-manager,9.4,4.61,100,0,0,1.1,3,3.7,3.7
BuddyPress Better Registration,better-bp-registration,9.4,4.61,100,0,0,1.1,3,3.7,3.7
JPro Cars,jpro-cars,9.4,4.61,100,0,0,1.79,6,3.0,3.0
Moosend Website Tracking for WordPress,moosend-email-marketing,9.4,4.61,100,0,0,1.1,3,3.7,3.7
BP Profile Activity Wall,bp-profile-activity-wall,9.38,3.69,40,0,0,0.69,2,5.0,5.0
BBP Improvements for yoast,bbp-improvements-for-yoast,9.38,4.38,80,0,0,0.0,1,5.0,5.0
WP Listings Pro,wp-listings-pro,9.38,3.69,40,0,0,0.69,2,5.0,5.0
UM Custom Tab Builder Lite,um-custom-tab-builder-lite,9.38,3.69,40,0,0,0.69,2,5.0,5.0
JSM&#039;s Screenshot Machine Shortcode,screenshot-machine-shortcode,9.38,3.69,40,0,0,0.69,2,5.0,5.0
SeoSamba for WordPress Webmasters,seosamba-webmasters,9.38,3.69,40,0,0,0.69,2,5.0,5.0
WP User Rewards,wp-user-rewards,9.38,4.38,80,0,0,0.0,1,5.0,5.0
Emolytics,getsmily,9.29,4.09,60,0,0,0.69,2,4.5,4.5
GS Projects,gs-projects,9.25,4.25,70,0,0,0.0,1,5.0,5.0
Login with ADFS,miniorange-adfs-login,9.25,4.25,70,0,0,0.0,1,5.0,5.0
CPO Companion,cpo-companion,9.21,9.21,10000,0,0,0,0,0.0,0.0
Cherry Socialize,cherry-socialize,9.21,9.21,10000,0,0,0,0,0.0,0.0
wp-linked-data,wp-linked-data,9.2,3.4,30,0,0,1.1,3,4.7,4.7
Product Auto Share,product-auto-share,9.15,4.61,100,0,0,1.95,7,2.6,2.6
Events Manager Pro – Mollie Payment Gateway,stonehenge-em-mollie,9.09,3.4,30,0,0,0.69,2,5.0,5.0
BP Custom Functionalities,bp-custom-functionalities,9.09,3.4,30,0,0,0.69,2,5.0,5.0
WP Edit Username,wp-edit-username,9.09,3.4,30,0,0,0.69,2,5.0,5.0
th23 User Management,th23-user-management,9.08,3.69,40,0,0,1.39,4,4.0,4.0
Slide Menu,slide-menu,8.99,5.3,200,0,0,0.69,2,3.0,3.0
Free Live Chatbot Assistant for Website or Blog,wp-bottr-connect,8.94,4.25,70,0,0,0.69,2,4.0,4.0
BuddyPress Extended Profile Translation,buddypress-extended-profile-translation,8.91,3.91,50,0,0,0.0,1,5.0,5.0
Connections Business Directory Hobbies,connections-business-directory-hobbies,8.91,3.91,50,0,0,0.0,1,5.0,5.0
WP Custom Author Image,author-image,8.91,3.91,50,0,0,0.0,1,5.0,5.0
BuddyPress Elevator Pitch &#8211; Enhanced Member Cards,bp-group-members-data,8.91,3.91,50,0,0,0.0,1,5.0,5.0
Enhanced Blocks &#8211; Page Builder Blocks for Gutenberg,enhanced-blocks,8.91,3.91,50,0,0,0.0,1,5.0,5.0
BP Profile Home Widgets,bp-profile-home-widgets,8.69,3.69,40,0,0,0.0,1,5.0,5.0
Events Manager Pro &#8211; Gateway Selector,stonehenge-em-gateway-selector,8.69,3.0,20,0,0,0.69,2,5.0,5.0
BP Post From Anywhere,bp-post-from-anywhere,8.69,3.69,40,0,0,0.0,1,5.0,5.0
Frontend Popup Login for User Profiles Made Easy,frontend-popup-login-for-user-profiles-made-easy,8.69,3.69,40,0,0,0.0,1,5.0,5.0
"Woocommerce CRM &#8211; Helpdesk, Live Chat and Analytics by Richpanel",richpanel-for-woocommerce,8.69,3.0,20,0,0,0.69,2,5.0,5.0
Wow Login &#8211; WordPress login plugin via email or social network,wow-login,8.69,3.69,40,0,0,0.0,1,5.0,5.0
WordPress OpenID Connect Client,miniorange-openid-connect-client,8.69,3.69,40,0,0,0.0,1,5.0,5.0
UM Profile Form Tutorial,um-profile-form-tutorial,8.69,3.69,40,0,0,0.0,1,5.0,5.0
Buddypress XProfile Custom Field Types Reloaded,bp-xprofile-custom-fields,8.61,4.61,100,0,0,0.0,1,4.0,4.0
Custom Taxonomies Filters &amp; Columns,custom-taxonomies-filters-columns,8.61,4.61,100,0,0,0.0,1,4.0,4.0
Maintenance Mode by IP Address,maintenance-mode-by-ip-address,8.59,4.38,80,0,0,1.61,5,2.6,2.6
Mathematica Toolbox,mathematica-toolbox,8.44,4.25,70,0,0,0.69,2,3.5,3.5
BP User Widgets,bp-user-widgets,8.4,3.4,30,0,0,0.0,1,5.0,5.0
Vibe BuddyPress WooCommerce,vibe-buddypress-woocommerce,8.4,3.4,30,0,0,0.0,1,5.0,5.0
BP Site Post,bp-site-post,8.4,3.4,30,0,0,0.0,1,5.0,5.0
SM Team,sm-team,8.4,3.4,30,0,0,0.0,1,5.0,5.0
Theme per user,theme-per-user,8.3,4.61,100,0,0,0.69,2,3.0,3.0
Faculty Staff and Student Directory Plugin &#8211; Campus Directory,campus-directory,8.3,4.61,100,0,0,0.69,2,3.0,3.0
LearnPress &#8211; BuddyPress Integration,learnpress-buddypress,8.29,8.29,4000,0,0,0,0,0.0,0.0
Facebook Comments Importer,fb-comments-importer,8.13,0,0,0,0,3.53,34,4.6,4.6
Wplms bigbluebutton addon,bbb-wplms,8.01,8.01,3000,0,0,0,0,0.0,0.0
GitHub Mini Profile Widget,f13-github-mini-profile-widget,8.0,3.0,20,0,0,0.0,1,5.0,5.0
User Profile Picture,dew-profile-picture,8.0,3.0,20,0,0,0.0,1,5.0,5.0
Advance User Post CRUD,advance-user-post-crud,8.0,3.0,20,0,0,0.0,1,5.0,5.0
Ultimate Booking Manager,dt-booking-manager,8.0,3.0,20,0,0,0.0,1,5.0,5.0
PROFI-FOTOS-online.com | Online-Shop für Fotografen,profi-fotos-online,8.0,3.0,20,0,0,0.0,1,5.0,5.0
BuddyForms Anonymous Author,buddyforms-anonymous-author,8.0,3.0,20,0,0,0.0,1,5.0,5.0
WP Spark Menu,wp-spark,8.0,3.0,20,0,0,0.0,1,5.0,5.0
Authentiq,authentiq,8.0,3.0,20,0,0,0.0,1,5.0,5.0
LoyaltyDog,loyaltydog,8.0,3.0,20,0,0,0.0,1,5.0,5.0
"Userplace &#8211; Membership Subscription, Restriction &amp; Payments",userplace-member-subscription-restriction-payments,8.0,3.0,20,0,0,0.0,1,5.0,5.0
Wptobe-memberships,wptobe-memberships,8.0,3.0,20,0,0,0.0,1,5.0,5.0
Free tools to engage your customers,email-subscription-pop-up,7.94,4.25,70,0,0,0.69,2,3.0,3.0
Ebay Product Lister,product-lister-ebay,7.94,4.25,70,0,0,0.69,2,3.0,3.0
Lava Bp Post,lava-bp-post,7.91,6.91,1000,0,0,0.0,1,1.0,1.0
Advance Widget Pack,advance-widget-pack,7.91,3.91,50,0,0,0.0,1,4.0,4.0
Profile Editor,profile-editor,7.79,4.09,60,0,0,0.69,2,3.0,3.0
User Last Modified,user-last-modified,7.79,4.09,60,0,0,0.69,2,3.0,3.0
WP User Chat,wp-user-chat,7.61,3.91,50,0,0,0.69,2,3.0,3.0
Theme Junkie Team Content,theme-junkie-team-content,7.6,7.6,2000,0,0,0,0,0.0,0.0
Setmore Appointments,setmore-appointments,7.6,7.6,2000,0,0,0,0,0.0,0.0
YITH PayPal Express Checkout for WooCommerce,yith-paypal-express-checkout-for-woocommerce,7.4,6.4,600,0,0,0.0,1,1.0,1.0
Buddypress Twitter Post,buddypress-twitter-post,7.19,3.0,20,0,0,0.69,2,3.5,3.5
Social Media Control Centre,digital-media-combined,7.09,3.4,30,0,0,0.69,2,3.0,3.0
Social Profile,social-profile,7.0,3.0,20,0,0,0.0,1,4.0,4.0
Contact Form 7 Google Analytics Intelligence,cf7-intelligence,6.91,6.91,1000,0,0,0,0,0.0,0.0
AffiliateWP &#8211; Affiliate Info,affiliatewp-affiliate-info,6.91,6.91,1000,0,0,0,0,0.0,0.0
User Social Profiles,user-social-profiles,6.8,6.8,900,0,0,0,0,0.0,0.0
Continually,continually,6.8,6.8,900,0,0,0,0,0.0,0.0
Instagram Widget &#8211; We`re on Instagram,inwidget,6.8,6.8,900,0,0,0,0,0.0,0.0
Semantic-Linkbacks,semantic-linkbacks,6.55,6.55,700,0,0,0,0,0.0,0.0
JSM&#039;s User Locale Selector for the WordPress Toolbar,jsm-user-locale,6.39,0,0,0,0,1.39,4,5.0,5.0
Profiless,profiless,6.3,5.3,200,0,0,0.0,1,1.0,1.0
Realty Portal &#8211; Agent Profile,realty-portal-agent-profile,5.99,5.99,400,0,0,0,0,0.0,0.0
Team,adl-team,5.99,5.99,400,0,0,0,0,0.0,0.0
Youtube Subscribe Widget,widget-youtube-subscribtion,5.99,5.99,400,0,0,0,0,0.0,0.0
Candy Social Widget,candy-social-widget,5.99,5.99,400,0,0,0,0,0.0,0.0
SALESmanago Marketing Automation,salesmanago,5.99,5.99,400,0,0,0,0,0.0,0.0
Realty Portal &#8211; Agent,realty-portal-agent,5.99,5.99,400,0,0,0,0,0.0,0.0
Realty Portal &#8211; Agent Dashboard,realty-portal-agent-dashboard,5.99,5.99,400,0,0,0,0,0.0,0.0
Realty Portal &#8211; My Favorites,realty-portal-my-favorites,5.7,5.7,300,0,0,0,0,0.0,0.0
Realty Portal &#8211; Submit Property,realty-portal-submit-property,5.7,5.7,300,0,0,0,0,0.0,0.0
Realty Portal &#8211; Floor Plan,realty-portal-floor-plan,5.7,5.7,300,0,0,0,0,0.0,0.0
Realty Portal &#8211; Package,realty-portal-package,5.7,5.7,300,0,0,0,0,0.0,0.0
Realty Portal &#8211; Compare,realty-portal-compare,5.7,5.7,300,0,0,0,0,0.0,0.0
WP Custom Author URL,wp-custom-author-url,5.69,0,0,0,0,0.69,2,5.0,5.0
Experience Builder,experience-builder,5.69,0,0,0,0,0.69,2,5.0,5.0
BP Required Field Reminder,bp-required-field-reminder,5.69,0,0,0,0,0.69,2,5.0,5.0
RegisterONE &#8211; Total Exhibitor Registration Management,registerone-event-forms,5.69,0,0,0,0,0.69,2,5.0,5.0
Social Link on Footer,social-link-on-footer,5.69,0,0,0,0,0.69,2,5.0,5.0
Gravity Forms Google Analytics Intelligence,gf-intelligence,5.61,4.61,100,0,0,0.0,1,1.0,1.0
Woocommerce Custom Profile Picture,woo-custom-profile-picture,5.5,4.5,90,0,0,0.0,1,1.0,1.0
Restrictions for BuddyPress,bp-restrict,5.3,5.3,200,0,0,0,0,0.0,0.0
GamiPress &#8211; Ultimate Member integration,gamipress-ultimate-member-integration,5.3,5.3,200,0,0,0,0,0.0,0.0
Map Contact,map-contact,5.3,5.3,200,0,0,0,0,0.0,0.0
Posterno &#8211; Listings Directory &amp; Classifieds,posterno,5.0,0,0,0,0,0.0,1,5.0,5.0
Widget Github Profile,widget-github-profile,5.0,0,0,0,0,0.0,1,5.0,5.0
Quick User Profile Update,wp-quick-username-update,5.0,0,0,0,0,0.0,1,5.0,5.0
Custom post mixItup,custom-post-mixitup,5.0,0,0,0,0,0.0,1,5.0,5.0
Woo Custom Empty Price,woo-custom-empty-price,5.0,0,0,0,0,0.0,1,5.0,5.0
Easy Blocks pro,easy-blocks-pro,5.0,0,0,0,0,0.0,1,5.0,5.0
GP Add GP Profile to WP Profile,gp-add-gp-profile-to-wp-profile,5.0,0,0,0,0,0.0,1,5.0,5.0
Single Product Page Contact Buttons,product-contact-buttons,5.0,0,0,0,0,0.0,1,5.0,5.0
Volunteer Registration,volunteer-registration,5.0,0,0,0,0,0.0,1,5.0,5.0
Swift Calendar Online Appointment Scheduling,online-appointment-scheduling-software,5.0,0,0,0,0,0.0,1,5.0,5.0
Da Reactions,da-reactions,5.0,0,0,0,0,0.0,1,5.0,5.0
bbPress Profile Link Shortcode,bbp-profile-link-shortcode,4.61,4.61,100,0,0,0,0,0.0,0.0
Blizhost CloudCache Purge,blizhost-cache-purge,4.61,4.61,100,0,0,0,0,0.0,0.0
Biographical Info Paragraphed,biographical-info-paragraphed,4.61,4.61,100,0,0,0,0,0.0,0.0
User Profile Pic,user-profile-pic,4.61,4.61,100,0,0,0,0,0.0,0.0
See attachments,see-attachments,4.61,4.61,100,0,0,0,0,0.0,0.0
SimpleSocial,simplesocial,4.61,4.61,100,0,0,0,0,0.0,0.0
BP Edit User Profiles,bp-edit-user-profiles,4.61,4.61,100,0,0,0,0,0.0,0.0
Woo Add To Quote,woo-add-to-quote,4.61,4.61,100,0,0,0,0,0.0,0.0
Affiliates BuddyPress,affiliates-buddypress,4.5,4.5,90,0,0,0,0,0.0,0.0
WP Profile Builder,wp-profile-builder,4.5,4.5,90,0,0,0,0,0.0,0.0
Easy Zillow Reviews,easy-zillow-reviews,4.5,4.5,90,0,0,0,0,0.0,0.0
TSW Custom Profile,tsw-custom-profile,4.38,4.38,80,0,0,0,0,0.0,0.0
Online Users for User Profiles Made Easy,online-users-for-user-profiles-made-easy,4.38,4.38,80,0,0,0,0,0.0,0.0
Job Board Manager &#8211; Company Profile,job-board-manager-company-profile,4.25,4.25,70,0,0,0,0,0.0,0.0
Email not required,email-not-required,4.25,4.25,70,0,0,0,0,0.0,0.0
BuddyForms WooCommerce Simple Auction,buddyforms-woocommerce-simple-auction,4.25,4.25,70,0,0,0,0,0.0,0.0
Admin Expert Mode,admin-expert-mode,4.25,4.25,70,0,0,0,0,0.0,0.0
Eventbee Ticketing Widget,eventbee-ticketing-widget,4.25,4.25,70,0,0,0,0,0.0,0.0
GamiPress &#8211; PeepSo integration,gamipress-peepso-integration,4.09,4.09,60,0,0,0,0,0.0,0.0
WC &#8211; APG City,wc-apg-city,4.09,4.09,60,0,0,0,0,0.0,0.0
BuddyCommerce: WooCommerce and BuddyPress Integration,buddycommerce,4.09,4.09,60,0,0,0,0,0.0,0.0
jadeGDPR,jade-gdpr,4.0,0,0,0,0,0.0,1,4.0,4.0
User profile &#8211; Online Users,user-profile-online-users,3.91,3.91,50,0,0,0,0,0.0,0.0
TP Philosophy Tools,tp-philosophy-tools,3.91,3.91,50,0,0,0,0,0.0,0.0
Rank With Schema,rank-with-schema,3.91,3.91,50,0,0,0,0,0.0,0.0
Extended WooCommerce Customer Management for Users Insights,extended-woocommerce-customer-management-for-users-insights,3.91,3.91,50,0,0,0,0,0.0,0.0
WP Author Profile Widget,wp-author-profile-widget,3.69,3.69,40,0,0,0,0,0.0,0.0
GPX Viewer,gpx-viewer,3.69,3.69,40,0,0,0,0,0.0,0.0
WooCollections for WooCommerce,woocollections-for-woocommerce,3.69,3.69,40,0,0,0,0,0.0,0.0
Profile Update Notifications for User Profiles Made Easy,profile-update-notifications-for-user-profiles-made-easy,3.69,3.69,40,0,0,0,0,0.0,0.0
ArtistPress,artistpress,3.69,3.69,40,0,0,0,0,0.0,0.0
Themify Metabox,themify-metabox,3.69,3.69,40,0,0,0,0,0.0,0.0
Team Members (ProTeam Plugin),pro-team,3.69,3.69,40,0,0,0,0,0.0,0.0
LH Buddypress login on activation,lh-buddypress-login-on-activation,3.4,3.4,30,0,0,0,0,0.0,0.0
Accessibility Enabler,accessibility-enabler,3.4,3.4,30,0,0,0,0,0.0,0.0
Frontend Profile Genius,frontend-profile-genius,3.0,3.0,20,0,0,0,0,0.0,0.0
Customize Random Avatar,random-avatars-of-user,3.0,3.0,20,0,0,0,0,0.0,0.0
Adminimal,adminimal,3.0,3.0,20,0,0,0,0,0.0,0.0
MP Auto more tag,mp-auto-more-tag,3.0,3.0,20,0,0,0,0,0.0,0.0
MijnPress high traffic,mijnpress-hightraffic,3.0,3.0,20,0,0,0,0,0.0,0.0
MijnPress onderhoud,mijnpress-onderhoud,3.0,3.0,20,0,0,0,0,0.0,0.0
Match Profile,match-profile,0.0,0,0,0,0,0,0,0.0,0.0
CodeDropz Filter &#8211; Profile Directory,codedropz-filter-profile-directory,0.0,0,0,0,0,0,0,0.0,0.0
Classified Maker &#8211; Company Profile,classified-maker-company-profile,0.0,0,0,0,0,0,0,0.0,0.0
Minimal Profile Widget,minimal-profile-widget,0.0,0,0,0,0,0,0,0.0,0.0
WP User Profile Restriction,wp-user-profile-restriction,0.0,0,0,0,0,0,0,0.0,0.0
Instagram Profile Widget,instaindo-instagram-profile-widget,0.0,0,0,0,0,0,0,0.0,0.0
Ternair Profile Widget,ternair-profile,0.0,0,0,0,0,0,0,0.0,0.0
BuddyPress Profile Field Duplicator,bp-profile-field-duplicator,0.0,0,0,0,0,0,0,0.0,0.0
Profile Card Block,block-profile-card,0.0,0,0,0,0,0,0,0.0,0.0
Social Profiles Link,social-profile-link,0.0,0,0,0,0,0,0,0.0,0.0
Profile Xtra,profile-xtra,0.0,0,0,0,0,0,0,0.0,0.0
WordPress Profile Picture,wp-profile-picture,0.0,0,0,0,0,0,0,0.0,0.0
BuddyPress to PeepSo Migration Tool,peepsomigrate,0.0,0,0,0,0,0,0,0.0,0.0
Member Chimp &#8211; User Profile &amp; Community Plugin,member-chimp,0.0,0,0,0,0,0,0,0.0,0.0
ShopCode Popup Profile Builder,shopcode-popup-profile-builder,0.0,0,0,0,0,0,0,0.0,0.0
TheONE Expert Profile Embed,theone-expert-profile-embed,0.0,0,0,0,0,0,0,0.0,0.0
Profiler Donations for Gravity Forms,profiler-donations-gravityforms,0.0,0,0,0,0,0,0,0.0,0.0
Social Login for WordPress,wt-social-login,0.0,0,0,0,0,0,0,0.0,0.0
LITTLE Social,little-social,0.0,0,0,0,0,0,0,0.0,0.0
Lotos Author Fields,lotos-author-fields,0.0,0,0,0,0,0,0,0.0,0.0
Simple Custom Author Profiles,simple-custom-author-profiles,0.0,0,0,0,0,0,0,0.0,0.0
LH Buddypress Export Xprofile Data,lh-buddypress-export-xprofile-data,0.0,0,0,0,0,0,0,0.0,0.0
WPOnion,wponion,0.0,0,0,0,0,0,0,0.0,0.0
